frameTime	speaker	word	utt_num	word_num
15.1	1	okay	0	0
15.12	1	okay	0	0
15.129999999999999	1	okay	0	0
15.139999999999999	1	okay	0	0
15.149999999999999	1	okay	0	0
15.159999999999998	1	okay	0	0
15.169999999999998	1	okay	0	0
15.179999999999998	1	okay	0	0
15.189999999999998	1	okay	0	0
15.199999999999998	1	okay	0	0
15.209999999999997	1	okay	0	0
15.219999999999997	1	okay	0	0
15.229999999999997	1	okay	0	0
15.239999999999997	1	okay	0	0
15.249999999999996	1	okay	0	0
15.259999999999996	1	okay	0	0
15.269999999999996	1	okay	0	0
15.279999999999996	1	okay	0	0
15.289999999999996	1	okay	0	0
15.299999999999995	1	okay	0	0
15.309999999999995	1	okay	0	0
15.319999999999995	1	okay	0	0
15.329999999999995	1	okay	0	0
15.339999999999995	1	okay	0	0
15.349999999999994	1	okay	0	0
15.359999999999994	1	okay	0	0
15.369999999999994	1	okay	0	0
15.379999999999994	1	okay	0	0
15.389999999999993	1	okay	0	0
15.399999999999993	1	okay	0	0
15.409999999999993	1	okay	0	0
15.419999999999993	1	okay	0	0
15.429999999999993	1	okay	0	0
15.439999999999992	1	okay	0	0
15.449999999999992	1	okay	0	0
15.459999999999992	1	okay	0	0
15.469999999999992	1	okay	0	0
15.479999999999992	1	okay	0	0
15.489999999999991	1	okay	0	0
15.499999999999991	1	okay	0	0
15.509999999999991	1	okay	0	0
15.51999999999999	1	okay	0	0
15.52999999999999	1	okay	0	0
15.53999999999999	1	okay	0	0
15.54999999999999	1	okay	0	0
15.54	1	okay	0	0
15.55	1	this	1	1
15.57	1	this	1	1
15.58	1	this	1	1
15.59	1	this	1	1
15.6	1	this	1	1
15.61	1	this	1	1
15.62	1	this	1	1
15.629999999999999	1	this	1	1
15.639999999999999	1	this	1	1
15.649999999999999	1	this	1	1
15.659999999999998	1	this	1	1
15.669999999999998	1	this	1	1
15.679999999999998	1	this	1	1
15.689999999999998	1	this	1	1
15.699999999999998	1	this	1	1
15.709999999999997	1	this	1	1
15.719999999999997	1	this	1	1
15.729999999999997	1	this	1	1
15.739999999999997	1	this	1	1
15.73	1	this	1	1
15.73	1	is	1	2
15.75	1	is	1	2
15.76	1	is	1	2
15.77	1	is	1	2
15.78	1	is	1	2
15.79	1	is	1	2
15.799999999999999	1	is	1	2
15.809999999999999	1	is	1	2
15.819999999999999	1	is	1	2
15.829999999999998	1	is	1	2
15.839999999999998	1	is	1	2
15.849999999999998	1	is	1	2
15.859999999999998	1	is	1	2
15.869999999999997	1	is	1	2
15.879999999999997	1	is	1	2
15.889999999999997	1	is	1	2
15.88	1	is	1	2
15.89	1	the	1	3
15.91	1	the	1	3
15.92	1	the	1	3
15.93	1	the	1	3
15.94	1	the	1	3
15.95	1	the	1	3
15.959999999999999	1	the	1	3
15.969999999999999	1	the	1	3
15.979999999999999	1	the	1	3
15.97	1	the	1	3
15.97	1	second	1	4
15.99	1	second	1	4
16.0	1	second	1	4
16.01	1	second	1	4
16.020000000000003	1	second	1	4
16.030000000000005	1	second	1	4
16.040000000000006	1	second	1	4
16.050000000000008	1	second	1	4
16.06000000000001	1	second	1	4
16.07000000000001	1	second	1	4
16.080000000000013	1	second	1	4
16.090000000000014	1	second	1	4
16.100000000000016	1	second	1	4
16.110000000000017	1	second	1	4
16.12000000000002	1	second	1	4
16.13000000000002	1	second	1	4
16.140000000000022	1	second	1	4
16.150000000000023	1	second	1	4
16.160000000000025	1	second	1	4
16.170000000000027	1	second	1	4
16.180000000000028	1	second	1	4
16.19000000000003	1	second	1	4
16.20000000000003	1	second	1	4
16.210000000000033	1	second	1	4
16.220000000000034	1	second	1	4
16.230000000000036	1	second	1	4
16.240000000000038	1	second	1	4
16.25000000000004	1	second	1	4
16.26000000000004	1	second	1	4
16.270000000000042	1	second	1	4
16.280000000000044	1	second	1	4
16.290000000000045	1	second	1	4
16.300000000000047	1	second	1	4
16.31000000000005	1	second	1	4
16.32000000000005	1	second	1	4
16.33000000000005	1	second	1	4
16.340000000000053	1	second	1	4
16.350000000000055	1	second	1	4
16.360000000000056	1	second	1	4
16.36	1	second	1	4
16.37	1	mission	1	5
16.390000000000004	1	mission	1	5
16.400000000000006	1	mission	1	5
16.410000000000007	1	mission	1	5
16.42000000000001	1	mission	1	5
16.43000000000001	1	mission	1	5
16.440000000000012	1	mission	1	5
16.450000000000014	1	mission	1	5
16.460000000000015	1	mission	1	5
16.470000000000017	1	mission	1	5
16.480000000000018	1	mission	1	5
16.49000000000002	1	mission	1	5
16.50000000000002	1	mission	1	5
16.510000000000023	1	mission	1	5
16.520000000000024	1	mission	1	5
16.530000000000026	1	mission	1	5
16.540000000000028	1	mission	1	5
16.55000000000003	1	mission	1	5
16.56000000000003	1	mission	1	5
16.570000000000032	1	mission	1	5
16.580000000000034	1	mission	1	5
16.590000000000035	1	mission	1	5
16.600000000000037	1	mission	1	5
16.61000000000004	1	mission	1	5
16.62000000000004	1	mission	1	5
16.63000000000004	1	mission	1	5
16.640000000000043	1	mission	1	5
16.650000000000045	1	mission	1	5
16.660000000000046	1	mission	1	5
16.670000000000048	1	mission	1	5
16.68000000000005	1	mission	1	5
16.69000000000005	1	mission	1	5
16.700000000000053	1	mission	1	5
16.710000000000054	1	mission	1	5
16.720000000000056	1	mission	1	5
16.730000000000057	1	mission	1	5
16.74000000000006	1	mission	1	5
16.75000000000006	1	mission	1	5
16.760000000000062	1	mission	1	5
16.770000000000064	1	mission	1	5
16.780000000000065	1	mission	1	5
16.790000000000067	1	mission	1	5
16.800000000000068	1	mission	1	5
16.81000000000007	1	mission	1	5
16.82000000000007	1	mission	1	5
16.830000000000073	1	mission	1	5
16.840000000000074	1	mission	1	5
16.850000000000076	1	mission	1	5
16.860000000000078	1	mission	1	5
16.86	1	mission	1	5
16.87	1	and	2	6
16.890000000000004	1	and	2	6
16.900000000000006	1	and	2	6
16.910000000000007	1	and	2	6
16.92000000000001	1	and	2	6
16.93000000000001	1	and	2	6
16.940000000000012	1	and	2	6
16.950000000000014	1	and	2	6
16.960000000000015	1	and	2	6
16.970000000000017	1	and	2	6
16.980000000000018	1	and	2	6
16.99000000000002	1	and	2	6
17.00000000000002	1	and	2	6
17.010000000000023	1	and	2	6
17.020000000000024	1	and	2	6
17.030000000000026	1	and	2	6
17.040000000000028	1	and	2	6
17.05000000000003	1	and	2	6
17.06000000000003	1	and	2	6
17.070000000000032	1	and	2	6
17.080000000000034	1	and	2	6
17.090000000000035	1	and	2	6
17.09	1	and	2	6
17.1	1	i	2	7
17.120000000000005	1	i	2	7
17.130000000000006	1	i	2	7
17.140000000000008	1	i	2	7
17.15000000000001	1	i	2	7
17.16000000000001	1	i	2	7
17.170000000000012	1	i	2	7
17.180000000000014	1	i	2	7
17.190000000000015	1	i	2	7
17.200000000000017	1	i	2	7
17.21000000000002	1	i	2	7
17.21	1	i	2	7
17.21	1	am	2	8
17.230000000000004	1	am	2	8
17.240000000000006	1	am	2	8
17.250000000000007	1	am	2	8
17.26000000000001	1	am	2	8
17.27000000000001	1	am	2	8
17.280000000000012	1	am	2	8
17.290000000000013	1	am	2	8
17.300000000000015	1	am	2	8
17.310000000000016	1	am	2	8
17.320000000000018	1	am	2	8
17.33000000000002	1	am	2	8
17.34000000000002	1	am	2	8
17.350000000000023	1	am	2	8
17.360000000000024	1	am	2	8
17.370000000000026	1	am	2	8
17.380000000000027	1	am	2	8
17.39000000000003	1	am	2	8
17.40000000000003	1	am	2	8
17.410000000000032	1	am	2	8
17.420000000000034	1	am	2	8
17.430000000000035	1	am	2	8
17.440000000000037	1	am	2	8
17.45000000000004	1	am	2	8
17.46000000000004	1	am	2	8
17.47000000000004	1	am	2	8
17.480000000000043	1	am	2	8
17.490000000000045	1	am	2	8
